title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Definitive antidumping duty on imports of wind towers from China,"<div>In 2019, the Ministry of Economy of Mexico initiated an anti-dumping investigation on imports of wind towers from China, which resulted in imposing provisional countervailing duties on imports of wind towers between 41.22% and 143.06%.</div>",In force,2019,National,International Energy Agency,28-12-2019,,http://dof.gob.mx/nota_detalle.php?codigo=5557889&fecha=16/04/2019,,1724761046600,"[{""iso3"":""MEX"",""name"":""Mexico""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Wind turbines""}]"
Tariff inflexion on crystalline silicone photovoltaic modules or solar panels ,<div>The South African Revenue Service increased import duties on crystalline silicone photovoltaic modules or solar panels from certain trade partners from 0 to 10%.</div>,In force,2024,National,International Energy Agency,28-06-2024,,https://www.sars.gov.za/wp-content/uploads/Embargo/Tariffs/2024/Legal-LSec-CE-TA-2024-47-R5015-GG-50892-Sch-1P1-1-1-1917-Customs-duty-crystalline-silicone-photovoltaic-modules-solar-panels-ITAC-Report-613-28-June-2024.pdf,,1724761046698,"[{""iso3"":""ZAF"",""name"":""South Africa""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Solar PVs""}]"
Tariff inflexion on acid battery  ,"<div>In July 2024, the South African Revenue Service increased the rate of customs duty on certain lead-acid batteries.</div>",In force,2024,National,International Energy Agency,18-07-2024,,https://www.sars.gov.za/wp-content/uploads/Embargo/Tariffs/2024/Legal-LSec-CE-TA-2024-051-Sch-1P1-1-1-1918-Lead-acid-batteries-ITAC-Report-702-19-July-2024.pdf,,1724761046764,"[{""iso3"":""ZAF"",""name"":""South Africa""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Batteries""}]"
Tariff inflexion on batteries,"<div>The government Türkiye issued Presidential Decree No. 8691, reducing or eliminating import duties on several industrial products, including but not limited to primary cells and primary batteries.</div>",In force,2024,National,International Energy Agency,01-07-2024,,https://www.resmigazete.gov.tr/eskiler/2024/06/20240630-5.pdf,,1724761046883,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Batteries""}]"
Turkish government introduces additional duties on a wide range of products - wind and electric vehicles,"<div>On 20 May 2020, the government of Turkiye introduced additional customs duties on a number of products including wind and electric vehicles.</div>",In force,2020,National,International Energy Agency,20-05-2020,,https://www.resmigazete.gov.tr/eskiler/2020/05/20200520-10.pdf,,1724761046941,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Electric light-duty vehicles""},{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Wind turbines""}]"
Update to the list of industrial products subject to a reduction of import duties (June 2022) - battery,"<div>In June 2022, Turkiye adopted a regulation updating the list of industrial products subject to a reduction or elimination of import duties including batteries</div>",In force,2022,National,International Energy Agency,01-07-2022,,https://www.resmigazete.gov.tr/eskiler/2022/06/20220625-3.pdf,,1724761047010,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Batteries""}]"
Updated tariff-rate quotas on certain industrial products - battery,<div>The government of Turkiye introduced an import tariff quota on certain industrial products including battery.</div>,In force,2023,National,International Energy Agency,01-01-2023,,https://www.resmigazete.gov.tr/eskiler/2022/12/20221231M3-26.pdf,,1724761047106,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Batteries""}]"
Section 301 - Additional tariff on Chinese products,"<div>The U.S. Trade Representative determined that acts, policies, and practices of the Government of China related to technology transfer, intellectual property, and innovation were unreasonable or discriminatory, and burdened or restricted U.S. commerce, and thus were actionable under the Trade Act. Additional 25% tariff was applied on a list of products from China including solar, wind, electric vehicles, electrolyser and heat pumps.</div>",In force,2017,National,International Energy Agency,06-07-2018,,https://ustr.gov/issue-areas/enforcement/section-301-investigations/tariff-actions,,1724761047241,"[{""iso3"":""USA"",""name"":""United States""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Electric light-duty vehicles""},{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Batteries""}]"
Extension of countervailing duty on Chinese crystalline silicon photovoltaic cells,"<div>On 26 March 2012, the United States imposed a provisional countervailing duty on imports of Chinese crystalline silicon photovoltaic cells.</div>",In force,2012,National,International Energy Agency,07-12-2012,,https://www.federalregister.gov/documents/2012/12/07/2012-29668/crystalline-silicon-photovoltaic-cells-whether-or-not-assembled-into-modules-from-the-peoples,,1724761047320,"[{""iso3"":""USA"",""name"":""United States""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Solar PVs""}]"
Extension of countervailing duty on imports of utility scale wind towers from China,"<div>On 26 December 2012, the United States imposed a provisional countervailing duty on Chinese utility scale wind towers.</div>",In force,2012,National,International Energy Agency,24-12-2012,,https://www.federalregister.gov/documents/2012/12/26/2012-30947/utility-scale-wind-towers-from-the-peoples-republic-of-china-final-affirmative-countervailing-duty,,1724761047398,"[{""iso3"":""USA"",""name"":""United States""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Wind turbines""}]"
"Definitive countervailing duties on imports of utility scale wind towers from Canada, Indonesia and Viet Nam","<div>On 26 August 2020, the United States issued countervailing duty orders on utility scale wind towers from Canada, Indonesia and Vietnam.</div>",In force,2020,National,International Energy Agency,26-08-2020,,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.federalregister.gov/documents/2020/08/26/2020-18793/utility-scale-wind-towers-from-canada-indonesia-and-the-socialist-republic-of-vietnam-amended-final&ved=2ahUKEwiagIH9jIiIAxW6hP0HHSbDGukQFnoECBUQAQ&usg=AOvVaw369TeQ3D_LJmtvO2GWItPN,,1724761047458,"[{""iso3"":""USA"",""name"":""United States""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Wind turbines""}]"
Extension of anti-dumping duty on certain crystalline silicon photovoltaic imports from Chinese Taipei,"<div>In February 2015, the United States imposed a provisional anti-dumping duty on imports of certain crystalline silicon photovoltaic products from Chinese Taipei.</div>",In force,2014,National,International Energy Agency,18-02-2015,,https://www.federalregister.gov/documents/2015/02/18/2015-03179/certain-crystalline-silicon-photovoltaic-products-from-taiwan-antidumping-duty-order,,1724761047513,"[{""iso3"":""USA"",""name"":""United States""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Tariffs and duties"",""category"":""Solar PVs""}]"
Export control for emerging technologies,"<div>On 2024, the government of the United Kingdom expanded its export control reguime to include new measures on dual-use goods emerging technologies such as semiconductors, electrical machines and apparatus, photovoltaic cells, and heat pumps.</div>",In force,2024,National,International Energy Agency,01-04-2024,,https://www.gov.uk/government/publications/notice-to-exporters-202404-the-export-control-amendment-regulations-2024/nte-202404-the-export-control-amendment-regulations-2024,,1724761047567,"[{""iso3"":""GBR"",""name"":""United Kingdom""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Non-tariff measures"",""category"":""Solar PVs""}]"
Unilateral suspension of preferential tariffs from Chinese Taipei - Battery,"<div>On May 2024, the Chinese government announced the unilateral suspension of preferential tariffs on 134 goods from Chinese Taipei, including Accumulators, primary cells &amp; primary batteries (HS 850760).</div>",In force,2024,National,International Energy Agency,15-06-2024,,https://gss.mof.gov.cn/gzdt/zhengcefabu/202405/t20240531_3936149.htm,,1724761429083,"[{""iso3"":""CHN"",""name"":""People's Republic of China""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Non-tariff measures"",""category"":""Batteries""}]"
Implementation of survellience on photovoltaic cells imports,"<div>In January 2023, the Turkish Ministry of Trade issued a licensing requirement on the import of photovoltaic cells with the condition that the price is equal to or below a specified price threshold.</div>",In force,2023,National,International Energy Agency,26-02-2023,,https://www.resmigazete.gov.tr/eskiler/2023/01/20230127-4.htm,,1724761429214,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Non-tariff measures"",""category"":""Solar PVs""}]"
Common Market of the South (MERCOSUR),"<div>Established in December 1994 and later expanded with Venezuela acceding to the constitutive treaty in 2006 and, more recently, Bolivia, in 2015. The treaty aims to eliminate all custom duties and non-tariff restrictions on goods traded. This includes all energy related products.</div>",In force,1994,International,International Energy Agency,31-12-1994,,,,1724767080617,"[{""iso3"":""PRY"",""name"":""Paraguay""},{""iso3"":""PER"",""name"":""Peru""},{""iso3"":""SUR"",""name"":""Suriname""},{""iso3"":""URY"",""name"":""Uruguay""},{""iso3"":""VEN"",""name"":""Bolivarian Republic of Venezuela""},{""iso3"":""CHL"",""name"":""Chile""},{""iso3"":""BRA"",""name"":""Brazil""},{""iso3"":""COL"",""name"":""Colombia""},{""iso3"":""ARG"",""name"":""Argentina""},{""iso3"":""BOL"",""name"":""Plurinational State of Bolivia""},{""iso3"":""ECU"",""name"":""Ecuador""},{""iso3"":""GUF"",""name"":""French Guiana""}]",[],[],[],"[{""topic"":""Power"",""family"":""Trade policies"",""name"":""Preferential trade agreements"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Trade policies"",""name"":""Preferential trade agreements"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Trade policies"",""name"":""Preferential trade agreements"",""category"":""Batteries""},{""topic"":""Transport"",""family"":""Trade policies"",""name"":""Preferential trade agreements"",""category"":""Electric light-duty vehicles""}]"
 Renewable Energy Electricity Subsidy for 2020,"<div>The Chinese government earmarked subsidies for renewable electricity generation (wind, solar and biomass) provided to local public utilities and power generation companies in 2020. </div>",Ended,2020,National,International Energy Agency,2019-10-31,,https://www.mof.gov.cn/zyyjsgkpt/zyddfzyzf/zfxjjzyzf/kzsnydjfjsr/201911/t20191120_3425701.htm,,1725039968411,"[{""iso3"":""CHN"",""name"":""People's Republic of China""}]",[],"[""Wind"",""Solar PV"",""Biomass and renewable waste""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""}]"
Renewable Energy Electricity Subsidy for 2021,"<div>The Chinese government earmarked subsidies for renewable electricity generation (wind, solar and biomass) provided to local public utilities and power generation companies in 2021.</div>",Ended,2021,National,International Energy Agency,2020-10-29,,https://www.mof.gov.cn/zyyjsgkpt/zyddfzyzf/zfxjjzyzf/kzsnydjfjsr/202011/t20201120_3626832.htm,,1725039953884,"[{""iso3"":""CHN"",""name"":""People's Republic of China""}]",[],"[""Wind"",""Solar PV"",""Biomass and renewable waste""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Renewable Energy Electricity Subsidy for 2022,"<div>The Chinese government earmarked subsidies for renewable electricity generation (wind, solar and biomass) provided to local public utilities and power generation companies in 2022.</div>",Ended,2022,National,International Energy Agency,2021-10-29,,,,1725039960756,"[{""iso3"":""CHN"",""name"":""People's Republic of China""}]",[],"[""Wind"",""Solar PV"",""Biomass and renewable waste""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Renewable Energy Electricity Subsidy for 2024,"<div>The Chinese government earmarked subsidies for renewable electricity generation (wind, solar and biomass) provided to local public utilities and power generation companies in 2024.</div>",In force,2024,National,International Energy Agency,2024-06-01,,https://www.mof.gov.cn/zyyjsgkpt/zyddfzyzf/zfxjjzyzf/kzsnydjfjsr/202406/t20240620_3937602.htm,,1725269789116,"[{""iso3"":""CHN"",""name"":""People's Republic of China""}]",[],"[""Wind"",""Solar PV"",""Biomass and renewable waste""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
"Germany's Special Climate and Transformation Fund - Energy transition programmes and measures in the areas of renewable energies, electricity and grids, digitalization and energy infrastructure","<div>In the framework of the Germany's Special Climate and Transformation Fund (KTF), the German government earmarked financial support for energy transition programmes and measures in the areas of renewable energies, electricity and grids, digitalization and energy infrastructure. </div>",In force,2024,National,International Energy Agency,2023-08-09,,https://dserver.bundestag.de/btd/20/124/2012400.pdf#page=3290,,1725107343962,"[{""iso3"":""DEU"",""name"":""Germany""}]",[],"[""Electricity generation and CHP technologies"",""Other transmission and distribution technologies"",""Power generation supporting technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Germany's Special Climate and Transformation Fund - National power plant strategy,"<div>In the framework of the Germany's Special Climate and Transformation Fund (KTF), the German government earmarked financial support for the conversion of coal-fired power plants to hydrogen-capable gas-fired power plants. </div>",In force,2024,National,International Energy Agency,2023-08-09,,https://dserver.bundestag.de/btd/20/078/2007800.pdf#page=3313,,1725107485927,"[{""iso3"":""DEU"",""name"":""Germany""}]",[],"[""Hydrogen"",""Other general liquid and gas-related technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Capacity Investment Scheme,"<div>The Capacity Investment Scheme (CIS) provides a national framework to encourage new investment in renewable capacity, such as wind and solar, as well as clean dispatchable capacity, such as battery storage.<br> <br>It aims to help build a more reliable, affordable and low-emissions energy system for all. The CIS involves the Australian Government seeking competitive tender bids for renewable capacity and clean dispatchable capacity projects to deliver an additional 32 GW of capacity by 2030, fill expected reliability gaps as ageing coal power stations exit, and deliver the Australian Government’s 82% renewable electricity by 2030 target.</div>",In force,2023,National,International Energy Agency,,,https://www.dcceew.gov.au/energy/renewable/capacity-investment-scheme,,1725897629733,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Battery Breakthrough Initiative,"<div>In the May 2024 Federal Budget, the Australian Government announced the $523.2 million Battery Breakthrough Initiative to strengthen economic resilience and critical battery manufacturing capabilities. <br>This initiative will provide production-linked incentives for high-value battery products in Australia’s areas of competitive advantage, in line with the government’s Future Made in Australia agenda. </div>",Announced,2024,National,International Energy Agency,,,https://www.industry.gov.au/publications/national-battery-strategy/summary,,1725897691469,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Batteries""}]"
COP26 - Croatia coal phase-out,"<div>At COP26, Croatia pledged to phase out the use of coal for power generation by 2033 at the latest.</div>",Announced,2021,National,International Energy Agency,,2033,https://vlada.gov.hr/news/croatia-will-reduce-co2-emissions-by-45-by-2030-our-coal-phase-out-year-is-2033/33278,,1726491745448,"[{""iso3"":""HRV"",""name"":""Croatia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Regulations"",""name"":""Plan to phase-out unabated coal"",""category"":null}]"
Law n°334 regarding the decarbonisation of the energy sector ,<div>The law sets in Romanian legislation the phased out of available installed power generation capacity based on lignite and coal by 31 December 2032 at the latest. </div>,In force,2022,National,International Energy Agency,2022-11-29,2032,https://legislatie.just.ro/Public/DetaliiDocument/262164,,1726492294183,"[{""iso3"":""ROU"",""name"":""Romania""}]",[],[],[],"[{""topic"":""Power"",""family"":""Regulations"",""name"":""Plan to phase-out unabated coal"",""category"":null}]"
2023 Updated national energy and climate plan (NECP) - coal phase-out,"<div>In its updated national energy and climate plan submitted to the European Commission, Slovenia pledged to phasing out of domestic and imported coal for energy purposes and the cessation of operation of all coal units by 2033 at the latest.</div>",In force,2023,National,International Energy Agency,2023-11-13,2033,https://commission.europa.eu/document/download/88f140fc-424f-4740-8b6f-6d4d89b2a701_en?filename=EN_SLOVENIA%20DRAFT%20UPDATED%20NECP.pdf,,1726492901660,"[{""iso3"":""SVN"",""name"":""Slovenia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Regulations"",""name"":""Plan to phase-out unabated coal"",""category"":null}]"
Energy Law,"<div>The act regulates the connection of plants to the grid, the generation and transmission of electricity and the pricing of these services in Bulgaria, and states provisions for the regulatory authority for energy.<br>In 2018, the act was revised to phase out the use of feed-in tariffs to foster premium tariffs.</div>",In force,2003,National,International Energy Agency,2003-12-09,,https://lex.bg/laws/ldoc/2135475623,,1726494592599,"[{""iso3"":""BGR"",""name"":""Bulgaria""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Feed-in tariffs/premiums"",""category"":null},{""topic"":""Economy-wide"",""family"":""Framework legislation"",""name"":""Master Energy Plan"",""category"":null}]"
S.L.545.27 on feed-in tariffs scheme regulations,<div>The purpose of these regulations is to establish a feed-in tariff for electricity generated from solar photovoltaic installations<br>and to promote and support the generation of electricity from renewable energy sources.</div>,In force,2013,National,International Energy Agency,2013-07-01,,https://legislation.mt/eli/sl/545.27/eng/pdf,,1726495266511,"[{""iso3"":""MLT"",""name"":""Malta""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Feed-in tariffs/premiums"",""category"":null}]"
Emissions Performance Standard Regulations,<div>The Emissions Performance Standard Regulations aim at limiting carbon dioxide emissions from new fossil fuel power stations. The Emissions Limit Duty has been set at a level equivalent to emissions of 450gCO2/kWh if the plant is operating at baseload.</div>,In force,2015,National,International Energy Agency,2015-03-24,,https://www.legislation.gov.uk/uksi/2015/933/contents/made,,1726497577637,"[{""iso3"":""GBR"",""name"":""United Kingdom""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Resolution 67/2025 - GBA Storage - AlmaGBA,"<div>Resolution 67/2025 aims at fostering the contracting of electric energy storage plants, with an estimated investment of USD 500 million and an execution period of between 12 and 18 months.</div>",In force,2025,National,International Energy Agency,2025-02-14,2027,https://www.argentina.gob.ar/noticias/argentina-inicia-modernizacion-electrica-historica-en-amba-y-convoca-las-provincias,,1750778192783,"[{""iso3"":""ARG"",""name"":""Argentina""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Batteries""}]"
Call for tenders - Electrical energy storage systems,"<div>The government of Chile announced the bidding for electric energy storage systems in the north of the country for US$ 2 billion, with the aim to begin operations at the end of 2026.</div>",Announced,2024,National,International Energy Agency,2024-04-16,,https://www.gob.cl/noticias/inaguramos-la-planta-la-planta-de-almacenamiento-energetico-mas-grande-de-latinoamerica/,,1750778192943,"[{""iso3"":""CHL"",""name"":""Chile""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Batteries""}]"
"Law 2099 for the energy transition, dynamism of energy market, economic reactivation",<div>The law aims at: <br>- Promoting the use of non-conventional sources of energy <br>- Strengthening public services of electric energy and combustible gas<br>- Reducing greenhouse gas emissions<br>- Promoting efficient energy management and smart metering systems (including demand response)</div>,In force,2021,National,International Energy Agency,2021-07-10,,https://dapre.presidencia.gov.co/normativa/normativa/LEY%202099%20DEL%2010%20DE%20JULIO%20DE%202021.pdf,,1750778193538,"[{""iso3"":""COL"",""name"":""Colombia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Generation expansion plan (2024-2040),<div>The plan includes the integration of 120 MW of 4-hour generation batteries into the National Electric System (SEN) in 2031 and 2034. </div>,In force,2024,National,International Energy Agency,2021-12-08,2040,https://www.grupoice.com/wps/wcm/connect/20b300e4-c4df-4994-b1b1-372726fa4f3b/Informe+Ejecutivo+PEG+2024.pdf?MOD=AJPERES&CVID=phLSQV0,,1750778193995,"[{""iso3"":""CRI"",""name"":""Costa Rica""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Batteries""}]"
Law 7447: Regulation of the Rational Use of Energy,"<div>Renewable energy and energy efficient equipment are exempted from tax, e.g. solar water heaters, voltage and frequency control equipment for wind &amp; hydro, household appliances using direct current from renewable energy. </div>",In force,1994,National,International Energy Agency,1994-11-03,,https://pgrweb.go.cr/scij/Busqueda/Normativa/Normas/nrm_texto_completo.aspx?param1=NRTC&nValor1=1&nValor2=24436&nValor3=94042&param2=1&strTipM=TC&lResultado=9&strSim=simp,,1750778194237,"[{""iso3"":""CRI"",""name"":""Costa Rica""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Regulation on Emission of Atmospheric Pollutants from Indirect Type Boilers and Furnaces,"<div>The regulation aims at setting standards and controls for air pollutants released by industrial, commercial and service activities. <br><br>Emission limits are set for SO2, NOx, HCl, HF, CO, and PST, depending on the fuel use for the combustion. </div>",In force,2022,National,International Energy Agency,2022-04-18,,http://www.pgrweb.go.cr/scij/Busqueda/Normativa/Normas/nrm_texto_completo.aspx?nValor1=1&nValor2=96890&nValor3=130030#ddown,,1750778194554,"[{""iso3"":""CRI"",""name"":""Costa Rica""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Fixed Tariffs and marginal auction prices for Renewable Energy Sources ,"<div>The Government of Kazakhstan approves fixed tariffs for a period of 15 years for each type of RES, namely: (i) solar radiation energy; (ii) wind energy; (iii) hydrodynamic water energy (small and large hydroelectric plants); (iv) energy derived from biogas. </div>",In force,2009,National,International Energy Agency,2009-07-04,,https://adilet.zan.kz/eng/docs/Z090000165_,,1750778195307,"[{""iso3"":""KAZ"",""name"":""Kazakhstan""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Feed-in tariffs/premiums"",""category"":null}]"
Green tax/ecological tax,"<div>Executive Decree No. 09-336 of October 20, 2009, redefines the activities subject to the pollution tax or activities dangerous to the environment. Environmental taxes are established in the 1992 Finance Act, which imposed in Article 117 a tax on activities that pollute or are dangerous to the environment.<br><br></div><div>The Finance Act of 2000 and 2001 was updated by the Supplementary Finance Act of 2001 which amended Section 189 of the Law relating to the Special Mission Account No. 302-065 and named ""FEDEP"" (Fund for the Fight against the Environment and Industrial Pollution) to replace the National Environment Fund ""FNE"".<br><br></div>",In force,1992,National,International Energy Agency,1992-10-11,,https://www.mfdgi.gov.dz/professionnels-ar/identifier-regime-fiscal-ar/regime-fisc-spec-ar/fiscalite-ecologique-ar?highlight=WyJlY29sb2dpcXVlIl0=,,1750778197871,"[{""iso3"":""DZA"",""name"":""Algeria""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""},{""topic"":""Power"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""},{""topic"":""Industry"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Carbon tax""}]"
Act No. 204 on renewable energy sources,"<div>The Act No. 204 sets the policy framework to support the development of renewable energy in Belarus. It notably introduces feed-in-tariffs for wood, biogas, hydropower, wind, geothermal and solar PV. </div>",In force,2010,National,International Energy Agency,2010-12-01,,https://priroda-vitebsk.gov.by/by/adno-akno/pravavaya-infarmacyya/,,1750778198371,"[{""iso3"":""BLR"",""name"":""Belarus""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Feed-in tariffs/premiums"",""category"":null}]"
Law 2099: Energy Transition Law,<div>It modifies the tax incentives applicable to non-conventional renewable energy (NCRE) projects and will also apply to power storage.</div>,Announced,2021,National,International Energy Agency,2021-07-10,,https://dapre.presidencia.gov.co/normativa/normativa/LEY%202099%20DEL%2010%20DE%20JULIO%20DE%202021.pdf,,1750778198935,"[{""iso3"":""COL"",""name"":""Colombia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Batteries""}]"
Law 4/1994 promulgating the environment law,"<div>The Law sets the regulatory framework for environment protection in Egypt. <br>It notably includes maximum limits of gas and air pollutants from industrial facilities, including carbon monoxide (250  mg/m3 for new facilities). </div>",In force,1994,National,International Energy Agency,1994-01-27,,https://www.gafi.gov.eg/English/StartaBusiness/Laws-and-Regulations/PublishingImages/Pages/BusinessLaws/enviromental.pdf,,1750778199845,"[{""iso3"":""EGY"",""name"":""Egypt""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
