title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Government investment in green economic production capacities,<div>The Hungarian government aims to financially support the development of domestic clean energy technology production capacities.</div>,Announced,2024,National,International Energy Agency,2024-01-01,,https://commission.europa.eu/document/download/9a5f076f-c9d7-4049-aa22-812b92eba994_en?filename=SWD_2023_384_1_EN_autre_document_travail_service_part1_v5.pdf,,1714486294399,"[{""iso3"":""HUN"",""name"":""Hungary""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Solar and wind power deployment,<div>The Government of Lithuania was providing support to the construction of renewable energy sources (RES) including onshore RES solar and wind power plants.</div>,In force,2024,National,International Energy Agency,2024-01-01,,https://commission.europa.eu/document/download/771913be-bf59-4b19-80dd-fe47156a0c90_en?filename=SWD_2023_347_1_EN.pdf,,1714486294623,"[{""iso3"":""LTU"",""name"":""Lithuania""}]",[],"[""Solar"",""Wind onshore"",""Wind"",""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Renewable energy sources installations by energy communities,<div>The Government of Poland is extending financial pre-investment and investment support to energy communities in the country on renewable energy sources installation.</div>,In force,2024,National,International Energy Agency,2024-01-01,,https://commission.europa.eu/document/download/f00d7db6-a42f-4bdb-86cc-d8e877eeeca6_en?filename=SWD_2023_381_1_EN_autre_document_travail_service_part1_v4.pdf,,1714486294796,"[{""iso3"":""POL"",""name"":""Poland""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Offshore Wind Energy Fund,<div>The Government of Poland has implemented the Offshore Wind Fund with the intent to incentivise private investment and improve financing access in Poland’s offshore wind energy sector.</div>,In force,2024,National,International Energy Agency,2024-01-01,,https://commission.europa.eu/document/download/f00d7db6-a42f-4bdb-86cc-d8e877eeeca6_en?filename=SWD_2023_381_1_EN_autre_document_travail_service_part1_v4.pdf,,1714486294942,"[{""iso3"":""POL"",""name"":""Poland""}]",[],"[""Wind"",""Wind offshore""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""}]"
 Government spending for energy efficient restructuring of district heating systems,<div>The Slovenian government is increasing the funding allocated to calls for projects seeking to restructure district heating systems based on renewable sources.</div>,In force,2024,National,International Energy Agency,2024-01-01,,https://commission.europa.eu/document/download/8c36e453-3f5c-4a63-bae1-b0d74c78da21_en?filename=SWD_2023_325_1_EN_autre_document_travail_service_part1_v3.pdf,,1714486295371,"[{""iso3"":""SVN"",""name"":""Slovenia""}]",[],"[""Wind"",""Solar PV"",""Geothermal electricity"",""Geothermal"",""Solar""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Strengthening the use of renewable energy sources in transport and heating,"<div>Croatia's new investment focusing on strengthening the use of renewable energy sources in transport, heating hydrogen, and zero emissions transport which includes the following projects: </div><ul><li>additional geothermal exploration/drilling; </li><li>sustainable biomethane production; </li><li>electric buses infrastructure, and</li><li>adoption of the hydrogen development plan. </li></ul><div>The new measures will also include two reforms on adopting a geothermal potential development plan and establishing certification of biogas. </div>",In force,2024,National,International Energy Agency,2024-01-01,,https://commission.europa.eu/document/download/0d17dc3a-1df4-4217-95de-31135ea942ff_en?filename=SWD_2023_380_1_EN_autre_document_travail_service_part1_v4.pdf,,1750778186692,"[{""iso3"":""HRV"",""name"":""Croatia""}]",[],"[""Buses and coaches"",""Geothermal"",""Biofuel"",""Hydrogen"",""Hydrogen electrolysis technologies"",""Technologies for production of gaseous biofuels""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in biofuels"",""category"":""Advanced biofuels""},{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in biofuels"",""category"":""Biogas""}]"
Support scheme to support renewable energy and storage value chains,"<div>Through a dedicated scheme, the Spanish government is providing direct grants to domestic manufacturers of renewable energy technology equipment (notably solar panels, wind turbines, heat-pumps, and electrolysers) and storage technologies.<br><br><br></div>",In force,2024,National,International Energy Agency,2024-01-01,,https://commission.europa.eu/document/download/2b7c67a5-b18e-45aa-a573-14a0e0cce7a3_en?filename=SWD_2023_326_1_EN_autre_document_travail_service_part1_v4.pdf,,1730907313138,"[{""iso3"":""ESP"",""name"":""Spain""}]",[],"[""Solar PV"",""Energy storage technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Renewable Energy Fund (FENOGE) - Utility scale PV ,"<div>Colombia's Fund for Renewable Energy (FENOGE) provides financial support for accelerating the integration of renewable energies into the country's energy system, including residential photovoltaic projects. </div>",In force,2014,National,International Energy Agency,2024-05-13,,https://fenoge.gov.co/,,1719488308455,"[{""iso3"":""COL"",""name"":""Colombia""}]",[],"[""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Special Incentives Regime for Infrastructure Development (REIDI): Electricity generation projects,<div>Brazil's Special Incentives Regime for Infrastructure Development (REIDI) relieves taxes to facilitate the implementation of renewable electricity generation projects in the country. </div>,In force,2007,National,International Energy Agency,2007-07-03,,https://www.gov.br/mdr/pt-br/assuntos/fundos-regionais-e-incentivos-fiscais/reidi,,1718019318727,"[{""iso3"":""BRA"",""name"":""Brazil""}]",[],"[""Wind onshore"",""Wind"",""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Industrial decarbonisation- Walloon Region ,"<div>The Belgian Government is financially supporting projects contributing to the decarbonisation of Wallonian industries, as well as the development of new domestic clean energy industries, notably related to energy efficiency technologies, carbon capture and storage, batteries, green hydrogen and renewable energy.</div>",In force,2024,National,International Energy Agency,2024-01-01,,https://commission.europa.eu/document/download/0aa7f535-7618-446e-9452-b7b357f55c38_en?filename=SWD_2023_376_1_EN_autre_document_travail_service_part1_v4.pdf,,1720099480217,"[{""iso3"":""BEL"",""name"":""Belgium""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Batteries""}]"
Supporting renewable energy deployment in the agricultural sector of the Flemish Region,"<div>The Belgian government is financially supporting the implementation of energy efficiency techniques, as well as green heat and renewable energy related projects in the agricultural sector of the Flemish Region.</div>",In force,2024,National,International Energy Agency,2024-01-01,,https://commission.europa.eu/document/download/0aa7f535-7618-446e-9452-b7b357f55c38_en?filename=SWD_2023_376_1_EN_autre_document_travail_service_part1_v4.pdf,,1717362864428,"[{""iso3"":""BEL"",""name"":""Belgium""}]",[],"[""Electric ground-source heat pumps"",""Wind"",""Solar PV"",""Electric air-source heat pumps"",""Heat pumps"",""Materials use and efficiency technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
North Sea floating solar power feasibility study,<div>The Belgian government is financing feasibility studies related to floating solar panel projects in the North Sea.</div>,In force,2024,National,International Energy Agency,2024-01-01,,https://commission.europa.eu/document/download/0aa7f535-7618-446e-9452-b7b357f55c38_en?filename=SWD_2023_376_1_EN_autre_document_travail_service_part1_v4.pdf,,1717362417792,"[{""iso3"":""BEL"",""name"":""Belgium""}]",[],"[""Offgrid solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Innovative renewable energy production initiatives of the Flemish Region (VLAIO) ,<div>The Belgian government is financially supporting company R&amp;D activities related to solar energy (including photovoltaic cells) and port infrastructure innovation in Flanders. </div>,In force,2024,National,International Energy Agency,2024-01-01,,https://commission.europa.eu/document/download/0aa7f535-7618-446e-9452-b7b357f55c38_en?filename=SWD_2023_376_1_EN_autre_document_travail_service_part1_v4.pdf,,1717362133748,"[{""iso3"":""BEL"",""name"":""Belgium""}]",[],"[""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Other""}]"
Government investment in solar rooftop installations,"<div>The Turkish government is allocating spending for the installation of 5.64MW rooftop solar power in Sakarya, Sivas. The project is expected to be completed in 2025.</div>",In force,2024,National,International Energy Agency,2024-01-01,2025,https://www.sbb.gov.tr/wp-content/uploads/2024/01/2024-Yili-Yatirim-Programi-17012024.pdf,,1717427330915,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],"[""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Solar rooftop installation in Istanbul,<div>The Turkish government allocated funding in to install 11.84MW of rooftop solar power plant in Istanbul. The project is expected to be completed  by 2026.</div>,In force,2023,National,International Energy Agency,2023-10-15,2026,https://www.resmigazete.gov.tr/eskiler/2023/01/20230115M1-1.pdf,,1717427193918,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],"[""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
National Climate Change Fund (FNMC): Energy Transition ,"<div>Brazil's BNDES Climate Fund Program provides financial support for projects on solar and wind power generation and new renewable sources, energy storage, as well as development, production and use of hydrogen with renewable sources. </div>",In force,2009,National,International Energy Agency,2009-12-09,,https://www.bndes.gov.br/wps/portal/site/home/financiamento/produto/fundo-clima,,1743771623149,"[{""iso3"":""BRA"",""name"":""Brazil""}]",[],"[""Wind"",""Solar PV"",""Smart meters"",""Energy storage technologies"",""Hydrogen""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Residential and community energy upgrade schemes,"<div>The Irish government allocated new investments to residential and community energy efficiency upgrades, offering grants for heat pumps and solar PV (photovoltaic). </div>",In force,2024,National,International Energy Agency,2024-01-01,,https://www.gov.ie/en/press-release/8ba9a-minister-ryan-delivers-record-1159-billion-investment-in-budget-2024-to-support-families-communities-and-a-net-zero-future/,,1750778186835,"[{""iso3"":""IRL"",""name"":""Ireland""}]",[],"[""Solar PV"",""Heat pumps""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Future Made in Australia - Renewable Energy Superpower,"<div>As part of the Future Made in Australia plan, the Australian government announced a funding package worth $19.7 billion from 2024-2025 to 2033-2034. Titled<em> Making Australia a Renewable Energy Superpower,</em> this package targets priority industries, including renewable hydrogen, green metals, low carbon liquid fuels, refining and processing of critical minerals and manufacturing of clean energy technologies. </div>",In force,2024,National,International Energy Agency,2024-05-14,,https://budget.gov.au/content/bp2/download/bp2_2024-25.pdf,,1717156393104,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],"[""Solar PV"",""Battery technologies"",""Hydrogen electrolysis technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Future Made in Australia Plan - Reform of approvals processes,"<div>As part of the Future Made in Australia Plan, the Australian government is financing a reform of approval and administrative processes necessary for the delivery of the overall Future Made in Australia plan, meant to boost domestic clean energy technology manufacturing.</div>",Announced,2024,National,International Energy Agency,,,https://budget.gov.au/content/bp2/download/bp2_2024-25.pdf,,1717462310493,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Future Made in Australia Plan - Workforce and Trade Partnerships,"<div>As part of the Future Made in Australia Plan, the Australian government included measures to support workforce development to support renewable energy development.<br><br>Workforce measures, with a total budget of AUD 194.8 million, include: </div><ul><li>Vocational training and training facility upgrades</li><li>Women's careers program</li><li>STEM program funding</li><li>National Hydrogen Technology Skills Training Centre</li></ul><div><br><br></div>",In force,2024,National,International Energy Agency,2024-05-14,,https://budget.gov.au/content/bp2/download/bp2_2024-25.pdf,,1721723472688,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
2024 Solar rooftop and electricity network upgrade government investment Programme,"<div>Turkiye's government is investing in the following main energy infrastructure projects, starting in 2024:<br><br>- 17.3 MW Solar rooftops installation,<br>-New electricity transmission Lines, substations, and component<br>-Hardware and Software development for the system, equipment &amp; machinery, and GIS system for the electricity grid</div>",In force,2024,National,International Energy Agency,2024-01-01,2024,https://www.sbb.gov.tr/wp-content/uploads/2024/01/2024-Yili-Yatirim-Programi-17012024.pdf,,1717426876226,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],"[""Solar"",""Power transformation and distribution technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Tax credit for investments in green industries- Wind turbines,"<div>France introduced in 2024 a tax credit for industrial investments in 4 key sectors, as part of its Green Industry Law aimed at decarbonising the domestic industry, as well as developing domestic low-carbon production capacities. <br><br>Battery, heat pump, wind and solar PV equipment new production projects across the entire value chain benefit from a 20% investment tax credit. Small and Medium-sized Enterprises, as well as project beneficiaries operating in regions recognised under the European Commission Regional Aid Guidelines (RAG), benefit from higher tax credit rates.<br><br>A related EUR 2.9 billion State aid was approved in January 2024 by the European Commission under the State aid Temporary Crisis and Transition Framework to support measures in sectors which are key to accelerate the green transition and reduce fuel dependencies.</div>",In force,2024,National,International Energy Agency,2024-03-11,2024,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000049268001,,1719570564781,"[{""iso3"":""FRA"",""name"":""France""}]",[],"[""Wind""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""}]"
Tax credit for investments in green industries- Solar panels,"<div>France introduced in 2024 a tax credit for industrial investments in 4 key sectors, as part of its Green Industry Law aimed at decarbonising the domestic industry, as well as developing domestic low-carbon production capacities. <br><br>New production projects for batteries, heat pumps, and wind &amp; solar PV equipment across the entire value chain benefit from a 20% investment tax credit. Small and Medium-sized Enterprises, as well as project beneficiaries operating in regions recognised under the European Commission Regional Aid Guidelines (RAG), benefit from higher tax credit rates.<br><br>A related EUR 2.9 billion State aid was approved in January 2024 by the European Commission under the State aid Temporary Crisis and Transition Framework to support measures in sectors which are key to accelerate the green transition and reduce fuel dependencies.</div>",In force,2024,National,International Energy Agency,2024-03-11,2024,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000049268001,,1719569795804,"[{""iso3"":""FRA"",""name"":""France""}]",[],"[""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Government investment in renewable energy projects,"<div>In 2023, the Turkish government provided co-funding to the following projects<br><br></div><ul><li>New solar power plants (total capacity of 7,558 MW) and one hydropower plant (capacity 2,239 MW) for water treatment facilities;</li><li>Solar power plants for the municipalities of Adıyaman, Isparta, and Sivaso.</li></ul>",In force,2023,National,International Energy Agency,2022-12-01,,https://enerji.gov.tr//Media/Dizin/SGB/tr/Mali_Tablolar/Yillik_Mali_T/2023/2023_Kurumsal_M_D_Beklentiler_Raporu.pdf,,1717495783697,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],"[""Solar PV"",""Hydropower (excl. pumped hydro)""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Domestic manufacturing support Program,"<div>The Turkish government is supporting domestic renewable energy manufacturing projects such as integrated solar module factories, wind turbine factories and R&amp;D centres for solar and wind energies components. </div>",In force,2023,National,International Energy Agency,2023-07-31,,https://enerji.gov.tr//Media/Dizin/SGB/tr/Mali_Tablolar/Yillik_Mali_T/2023/2023_Kurumsal_M_D_Beklentiler_Raporu.pdf,,1717426465310,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],"[""Power generation supporting technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
GX Green Transformation Policy: Renewable energy supply chain support,"<div>Under the energy spending for green transformation (GX), 54.8 billion yen is set aside to support renewable energy supply chain including water electrolyzers, floating offshore wind power generation facilities, perovskite solar cells, fuel cells. <br><br></div>",In force,2024,National,International Energy Agency,2024-03-28,,https://www.mof.go.jp/jgbs/topics/JapanClimateTransitionBonds/UoP_FY2024_jpn.pdf,,1741949367294,"[{""iso3"":""JPN"",""name"":""Japan""}]",[],"[""Fuel cells"",""Wind offshore"",""Wind onshore"",""Wind"",""Solar PV"",""Hydrogen electrolysis technologies"",""Hyrogen fuel cells""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Technology R&D and innovation"",""family"":""Resource push"",""name"":""Grants"",""category"":""Grants for R&D projects""}]"
Clean Electricity Production Credit and Clean Electricity Investment Credit proposed regulation ,"<div>On May 29 2024, the US Department of the Treasury released proposed guidance on the Inflation Reduction Act (IRA) Clean Electricity Production Credit and the Clean Electricity Investment Credit, which expands the eligibility scope of the schemes beyond solar and wind energy.<br><br>The proposed guidance suggests to include a variety of new sectors and technologies, notably Marine and hydrokinetic energy, hydropower (including retrofit projects aimed at enabling dams to produce electricity), geothermal (including flash and binary plants), nuclear, as well as waste energy recovery . <br><br>Feedback from the energy industry on the proposal is sought until August, and a public hearing is expected to happen on August 12 and 13 for final approval of the proposal. </div>",Announced,2024,National,International Energy Agency,,,https://home.treasury.gov/news/press-releases/jy2376,,1750778186985,"[{""iso3"":""USA"",""name"":""United States""}]",[],"[""Wind"",""Solar PV"",""Geothermal electricity"",""Hydropower (excl. pumped hydro)"",""Marine energy"",""Biomass and renewable waste"",""Advanced fission reactors (incl. fast neutrons)"",""Conventional nuclear fission reactors (incl. lifetime extension)"",""Nuclear fusion reactors""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
2023 Low Carbon Economy Fund- Low Carbon Economy Challenge,"<div>The Low Carbon Challenge Fund is one of the four funding stream within the Low Carbon Economy Fund. It aims at providing funding to provinces and territories to meet Canada’s 2030 climate goals, in line with their own circumstances., and targets wide range of project holders contributing to the deployment of  low-carbon technologies for energy efficient retrofits, fuel switching, clean electricity production, and carbon capture and storage.</div><div><br></div>",In force,2022,National,International Energy Agency,,,https://www.canada.ca/en/environment-climate-change/services/climate-change/low-carbon-economy-fund/challenge.html,,1717003535324,"[{""iso3"":""CAN"",""name"":""Canada""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Green Innovation Fund - Offshore Wind Power Generation,"<div>As part of the Green Innovation Fund, up to 119.5 million yen is set aside to support offshore wind power generation. In particular, it covers R&amp;D on floating turbines including:</div><ul><li>Develop technology for wind turbines and floating structures that are suitable for Asia's operating condition</li><li>Design and demonstrate the public implementation of an integrated system for wind turbines, floating structures, cables etc. that can achieve an internationally competitive cost levels</li></ul>",In force,2021,National,International Energy Agency,2021-03-31,,https://www.meti.go.jp/english/policy/energy_environment/global_warming/gifund/pdf/20230111_001.pdf,,1717168791236,"[{""iso3"":""JPN"",""name"":""Japan""}]",[],"[""Wind offshore""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""}]"
Green Innovation Fund - Next-Generation Solar Cell Development ,"<div>As part of the Green Innovation Fund, up to 64.8 billion yen is allocated to next generation solar cells such as perovskite solar cells. The R&amp;D focus of this area includes the commercialisation and production technology development as well as technology demonstration with users.  </div>",In force,2021,National,International Energy Agency,2021-03-31,,https://green-innovation.nedo.go.jp/en/project/next-generation-solar-cells/,,1747745928749,"[{""iso3"":""JPN"",""name"":""Japan""}]",[],"[""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
GX Green Transformation Policy: Nuclear,"<p>Under the energy spending for Green Transition, Japan allocated 56.3 billion yen for next-generation nuclear power technologies in FY 2024, including:27.4 billion yen for the High Temperature Engineering Test Reactor Development Project28.9 billion yen for the Fast Reactor Demonstration Project</p>",In force,2024,National,International Energy Agency,2024-03-28,,https://www.meti.go.jp/main/yosan/yosan_fy2024/pr/pdf/pr_gx.pdf#page=9,,1717151416048,"[{""iso3"":""JPN"",""name"":""Japan""}]",[],"[""Nuclear""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Technology R&D and innovation"",""family"":""Resource push"",""name"":""Grants"",""category"":""Grants for R&D projects""}]"
2024 FY Budget for Clean Technologies,"<div>Japan has secured a 2024 FY annual budget to promote clean technologies and advance decarbonization. The budget is allocated for measures such as promoting technological advancement through research and development projects, and providing subsidies for companies deploying clean technologies in various areas, including:<br><br></div><ul><li>7.1 billion yen for the development of renewable energy such as solar PV, offshore wind, and geothermal</li><li>25 billion yen for the establishment of a hydrogen supply chain</li><li>78.5 billion yen for the enhancement of safety and innovation in nuclear power generation</li><li>29.43 billion yen for the development of CCUS technologies, including recycling of CO2</li><li>26.1 billion yen for the development of low-carbon vehicles and batteries</li></ul><div><br></div><div>Besides this annual budget, the Japanese government has allocated funds for clean technology areas under different projects such as the Green Transformation and Green Innovation Fund.<br><br></div>",In force,2024,National,International Energy Agency,2024-03-28,,https://www.meti.go.jp/main/yosan/yosan_fy2025/pr/pdf/pr_energy.pdf,,1747745995453,"[{""iso3"":""JPN"",""name"":""Japan""}]",[],"[""Wind offshore"",""Wind"",""Solar PV"",""Geothermal electricity"",""Nuclear"",""Hydrogen"",""Hydrogen electrolysis technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Other""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Medium/Heavy-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Light-duty vehicles""}]"
